Year,Org_Type,ONS_Code,Org_Code,Org_Name,Classification,Metric_Primary,Value
2014/15,LocalAuthority,E08000015,319,Wirral Metropolitan Borough Council                                                                 ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,18
2014/15,Region,E12000003,D,Yorkshire and the Humber,FCE_PrimarySecondary_Obesity_Bariatric,All persons,421
2014/15,LocalAuthority,E08000016,204,Barnsley Metropolitan Borough Council                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,25
2014/15,LocalAuthority,E08000033,210,Calderdale Metropolitan Borough Council                                                             ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,17
2014/15,LocalAuthority,E08000032,209,City of Bradford Metropolitan District Council                                                      ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,42
2014/15,LocalAuthority,E08000017,205,Doncaster Council                                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,41
2014/15,LocalAuthority,E06000011,214,East Riding of Yorkshire Council (Unitary)                                                          ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,21
2014/15,LocalAuthority,E06000010,215,Kingston-upon-Hull City Council (Unitary)                                                           ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,22
2014/15,LocalAuthority,E08000034,211,Kirklees Council                                                                                    ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,24
2014/15,LocalAuthority,E08000035,212,Leeds City Council                                                                                  ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,44
2014/15,LocalAuthority,E06000012,216,North East Lincolnshire Council (Unitary)                                                           ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,7
2014/15,LocalAuthority,E06000013,217,North Lincolnshire Council (Unitary)                                                                ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,15
2014/15,LocalAuthority,E10000023,218,North Yorkshire County Council                                                                      ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,65
2014/15,LocalAuthority,E08000018,206,Rotherham Metropolitan Borough Council                                                              ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,7
2014/15,LocalAuthority,E08000019,207,Sheffield City Council                                                                              ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,45
2014/15,LocalAuthority,E08000036,213,Wakefield Council                                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,37
2014/15,LocalAuthority,E06000014,219,York City Council                                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,9
2014/15,Region,E12000004,E,East Midlands,FCE_PrimarySecondary_Obesity_Bariatric,All persons,216
2014/15,LocalAuthority,E06000015,507,Derby City Council (Unitary)                                                                        ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,14
2014/15,LocalAuthority,E10000007,506,Derbyshire County Council                                                                           ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,49
2014/15,LocalAuthority,E06000016,509,Leicester City Council (Unitary)                                                                    ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,7
2014/15,LocalAuthority,E10000018,508,Leicestershire County Council                                                                       ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,15
2014/15,LocalAuthority,E10000019,503,Lincolnshire County Council                                                                         ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,52
2014/15,LocalAuthority,E10000021,504,Northamptonshire County Council                                                                     ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,23
2014/15,LocalAuthority,E06000018,512,Nottingham City Council (Unitary)                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,10
2014/15,LocalAuthority,E10000024,511,Nottinghamshire County Council                                                                      ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,46
2014/15,LocalAuthority,E06000017,510,Rutland County Council                                                                              ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,0
2014/15,Region,E12000005,F,West Midlands,FCE_PrimarySecondary_Obesity_Bariatric,All persons,669
2014/15,LocalAuthority,E08000025,406,Birmingham City Council                                                                             ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,82
2014/15,LocalAuthority,E08000026,407,Coventry City Council                                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,20
2014/15,LocalAuthority,E08000027,408,Dudley Metropolitan Borough Council                                                                 ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,24
2014/15,LocalAuthority,E06000019,415,Herefordshire Council                                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,11
2014/15,LocalAuthority,E08000028,409,Sandwell Metropolitan Borough Council,FCE_PrimarySecondary_Obesity_Bariatric,All persons,38
2014/15,LocalAuthority,E06000051,417,Shropshire Council                                                                                  ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,49
2014/15,LocalAuthority,E08000029,410,Solihull Metropolitan Borough Council                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,16
2014/15,LocalAuthority,E10000028,413,Staffordshire County Council                                                                        ,FCE_PrimarySecondary_Obesity_Bariatric,All persons,88
